MemberID,EventDay,CreatedDate,BikeSteps,WalkSteps,SwimSteps,OtherSteps,TotalSteps,SpeedCheck,Channel,DeviceType,CheaterProb,ProgramDate
4726620,22,42902.51659,0,15446,0,0,15446,Regular,PH,Sync,2,14/06/2017
4726620,23,42902.51659,0,13316,0,0,13316,Regular,PH,Sync,1,15/06/2017
7185641,23,42902.5253,0,29173,0,0,29173,Regular,PH,Manual,1,15/06/2017
6095906,17,42902.57436,0,13453,0,0,13453,Regular,WB,Manual,2,09/06/2017
6095906,18,42902.57436,0,10128,0,0,10128,Regular,WB,GM,1,10/06/2017
6095906,19,42902.57436,0,25602,0,0,25602,Regular,WB,GM,11,11/06/2017
6095906,21,42902.57436,0,18100,0,0,18100,Regular,WB,GM,4,13/06/2017
6095906,20,42902.57436,0,14495,0,0,14495,Regular,WB,GM,2,12/06/2017
6095906,22,42902.57436,0,14091,0,0,14091,Regular,WB,GM,2,14/06/2017
6095906,23,42902.57436,0,17728,0,0,17728,Regular,WB,GM,3,15/06/2017
6433176,23,42902.58136,0,13972,0,0,13972,Regular,AD,Sync,1,15/06/2017
5669600,23,42902.59435,0,16445,0,0,16445,Regular,WB,Manual,2,15/06/2017
5278188,22,42902.63373,0,7139,0,0,7139,Regular,PH,Sync,5,14/06/2017
5278188,23,42902.63373,0,5659,0,0,5659,Regular,PH,Sync,4,15/06/2017
7272576,23,42902.70676,0,10798,0,0,10798,Regular,WB,Manual,1,15/06/2017
7272576,22,42902.70676,0,13269,0,0,13269,Regular,WB,Manual,1,14/06/2017
7088637,23,42902.77742,0,17607,0,0,17607,Regular,AD,Manual,4,15/06/2017
7322086,23,42902.79428,0,20426,0,0,20426,Regular,WB,Manual,6,15/06/2017
4086510,23,42902.81254,0,0,0,10917,10917,Regular,WB,Manual,1,15/06/2017
6661820,23,42902.81825,0,8224,0,0,8224,Regular,WB,Manual,1,15/06/2017
6930922,23,42902.86592,0,21505,0,0,21505,Regular,AD,Manual,3,15/06/2017
6471073,24,42902.87711,0,19627,0,0,19627,Regular,PH,Sync,1,16/06/2017
6437363,22,42902.9101,0,11812,0,0,11812,Regular,PH,Manual,4,14/06/2017
6437363,23,42902.9101,0,10923,0,0,10923,Regular,PH,Manual,3,15/06/2017
7279739,24,42902.91819,0,15179,0,0,15179,Regular,WB,Manual,4,16/06/2017
6930922,24,42902.92003,0,20524,0,0,20524,Regular,AD,Manual,3,16/06/2017
7225449,23,42902.92089,2924,9020,0,0,11944,Regular,PH,Sync,0,15/06/2017
7225449,24,42902.92089,2924,20270,0,0,23194,Regular,PH,Sync,2,16/06/2017
7338588,23,42902.93637,0,19454,0,0,19454,Regular,AD,Manual,2,15/06/2017
6595249,22,42902.95076,0,12213,0,0,12213,Regular,AD,Manual,0,14/06/2017
6595249,23,42902.95076,2755,20558,0,0,23313,Regular,AD,Manual,2,15/06/2017
7128290,24,42902.95213,0,18663,0,0,18663,Regular,PH,Sync,5,16/06/2017
6433176,24,42902.96492,0,11242,0,0,11242,Regular,AD,Sync,0,16/06/2017
6593082,24,42902.96601,0,11420,0,0,11420,Regular,PH,Manual,1,16/06/2017
6785706,24,42902.96704,0,14279,0,0,14279,Regular,PH,Sync,0,16/06/2017
6626849,23,42902.97442,0,12425,0,0,12425,Regular,PH,FB,1,15/06/2017
6595527,24,42902.98168,0,31236,0,0,31236,Regular,PH,Sync,5,16/06/2017
6792967,24,42902.9886,0,8789,0,0,8789,Regular,PH,Sync,0,16/06/2017
5245094,24,42903.03055,0,8470,0,0,8470,Regular,PH,Manual,1,16/06/2017
6645931,21,42903.15148,0,7245,0,0,7245,Regular,PH,Sync,0,13/06/2017
6645931,22,42903.15148,0,7689,0,0,7689,Regular,PH,Sync,0,14/06/2017
6645931,23,42903.15148,0,6024,0,0,6024,Regular,PH,Sync,0,15/06/2017
4843363,24,42903.17216,8624,12727,0,0,21351,Regular,PH,Manual,3,16/06/2017
5620804,24,42903.1761,0,21850,0,0,21850,Regular,WB,Manual,8,16/06/2017
6895576,24,42903.18328,0,15510,0,0,15510,Regular,AD,Manual,0,16/06/2017
6406584,24,42903.19601,3704,14044,5272,0,23020,Regular,WB,Manual,7,16/06/2017
7205951,24,42903.2082,0,8627,0,0,8627,Regular,PH,Sync,0,16/06/2017
7356118,24,42903.21335,0,6924,0,0,6924,Regular,PH,Manual,0,16/06/2017
6968633,24,42903.21641,0,12197,0,0,12197,Regular,PH,GM,2,16/06/2017
6749984,24,42903.2528,0,5290,0,0,5290,Regular,AD,Sync,0,16/06/2017
7208449,24,42903.25756,0,21384,0,0,21384,Regular,AD,Manual,1,16/06/2017
7245543,24,42903.25803,6104,6484,0,0,12588,Regular,PH,Manual,0,16/06/2017
6739029,24,42903.25909,0,16287,0,0,16287,Regular,AD,Sync,1,16/06/2017
6635082,24,42903.26208,0,11599,0,0,11599,Regular,PH,Sync,1,16/06/2017
4883518,24,42903.2693,0,18482,0,0,18482,Regular,AD,Sync,1,16/06/2017
7029331,23,42903.28023,0,10924,0,0,10924,Regular,AD,Manual,1,15/06/2017
7029331,24,42903.28038,0,9940,0,0,9940,Regular,AD,Manual,1,16/06/2017
7180061,24,42903.295,0,17281,0,0,17281,Regular,AD,Manual,2,16/06/2017
7282004,24,42903.30017,0,17098,0,0,17098,Regular,PH,Sync,1,16/06/2017
7280812,24,42903.30627,0,12932,0,0,12932,Regular,PH,Manual,0,16/06/2017
5873384,24,42903.33296,0,11504,0,0,11504,Regular,PH,Sync,0,16/06/2017
6977820,24,42903.33582,0,13558,0,0,13558,Regular,AD,Manual,5,16/06/2017
6977820,22,42903.33582,0,23461,0,0,23461,Regular,AD,Manual,21,14/06/2017
6977820,23,42903.33582,0,19866,0,0,19866,Regular,AD,Manual,13,15/06/2017
6675669,24,42903.33913,0,3711,0,0,3711,Regular,AD,Sync,0,16/06/2017
6675669,22,42903.33913,0,7685,0,0,7685,Regular,AD,Sync,0,14/06/2017
6675669,23,42903.33913,0,3623,0,0,3623,Regular,AD,Sync,0,15/06/2017
4695204,24,42903.34397,0,17813,0,0,17813,Regular,PH,Manual,0,16/06/2017
7284429,24,42903.34766,0,21495,0,0,21495,Regular,PH,Sync,1,16/06/2017
5367363,24,42903.36153,0,30764,0,0,30764,Regular,AD,Manual,15,16/06/2017
6661820,24,42903.36224,0,23022,0,0,23022,Regular,WB,Manual,9,16/06/2017
4642584,24,42903.37389,0,9601,0,0,9601,Regular,PH,Manual,0,16/06/2017
7239882,24,42903.37691,0,13476,0,0,13476,Regular,AD,Sync,1,16/06/2017
5594922,24,42903.38206,0,19750,0,0,19750,Regular,PH,Manual,3,16/06/2017
7195290,24,42903.3842,0,4517,0,0,4517,Regular,AD,Manual,0,16/06/2017
7376718,24,42903.38434,0,12534,0,0,12534,Regular,PH,Sync,1,16/06/2017
7376718,23,42903.38434,0,12386,0,0,12386,Regular,PH,Sync,1,15/06/2017
6703759,24,42903.3952,0,10024,0,0,10024,Regular,AD,Manual,1,16/06/2017
7268506,23,42903.40723,0,10269,0,0,10269,Regular,PH,Manual,1,15/06/2017
7268506,24,42903.40723,0,12161,0,0,12161,Regular,PH,Manual,2,16/06/2017
7268506,22,42903.40723,0,8776,0,0,8776,Regular,PH,Manual,1,14/06/2017
6753873,24,42903.40878,0,15197,0,0,15197,Regular,PH,Sync,1,16/06/2017
7241669,24,42903.41835,0,11443,0,0,11443,Regular,PH,GM,0,16/06/2017
3077318,23,42903.43533,0,9302,0,0,9302,Regular,WB,Manual,1,15/06/2017
3077318,24,42903.43533,0,9302,0,0,9302,Regular,WB,Manual,1,16/06/2017
6554122,24,42903.44946,0,17354,0,0,17354,Regular,PH,Sync,7,16/06/2017
4726620,24,42903.47732,0,24463,0,0,24463,Regular,PH,Sync,8,16/06/2017
5598433,24,42903.50938,0,13972,0,0,13972,Regular,PH,Manual,3,16/06/2017
6969020,24,42903.50996,0,21667,0,0,21667,Regular,WB,Manual,11,16/06/2017
6636176,24,42903.56616,0,9424,2897,0,12321,Regular,AD,Manual,1,16/06/2017
7128290,25,42903.58929,0,22222,0,0,22222,Regular,PH,Sync,9,17/06/2017
7185641,24,42903.60368,0,29282,0,0,29282,Regular,PH,Manual,1,16/06/2017
7401706,24,42903.66756,0,8124,0,0,8124,Regular,PH,Manual,0,16/06/2017
7407396,20,42903.69971,0,957,0,0,957,Regular,PH,GM,0,12/06/2017
7407396,23,42903.69971,0,14784,0,0,14784,Regular,PH,Manual,1,15/06/2017
7407396,24,42903.69971,0,8731,0,0,8731,Regular,PH,GM,0,16/06/2017
7407396,13,42903.70267,0,23114,0,0,23114,Regular,PH,Manual,3,05/06/2017
7407396,14,42903.70267,0,6561,0,0,6561,Regular,PH,Manual,0,06/06/2017
7407396,15,42903.70267,0,5875,0,0,5875,Regular,PH,Manual,0,07/06/2017
7407396,17,42903.70267,0,1499,0,0,1499,Regular,PH,Manual,0,09/06/2017
7407396,18,42903.70267,0,13800,0,0,13800,Regular,PH,Manual,1,10/06/2017
7407396,16,42903.70267,0,2348,0,0,2348,Regular,PH,Manual,0,08/06/2017
7407396,19,42903.70267,0,11327,0,0,11327,Regular,PH,Manual,0,11/06/2017
7338588,24,42903.70557,0,11932,0,0,11932,Regular,AD,Manual,0,16/06/2017
6452592,24,42903.72299,0,19985,0,0,19985,Regular,AD,Manual,1,16/06/2017
7150106,24,42903.79203,0,10182,0,0,10182,Regular,PH,Manual,1,16/06/2017
7377314,23,42903.79558,0,3450,0,0,3450,Regular,PH,FB,0,15/06/2017
7377314,24,42903.79558,0,8517,0,0,8517,Regular,PH,FB,0,16/06/2017
6580090,24,42903.84749,0,11924,0,0,11924,Regular,AD,Manual,0,16/06/2017
6580090,25,42903.84749,18224,8924,0,0,27148,Regular,AD,Manual,2,17/06/2017
6437363,24,42903.8745,0,10604,0,0,10604,Regular,PH,Manual,3,16/06/2017
6685045,24,42903.88249,0,8990,0,0,8990,Regular,PH,Sync,2,16/06/2017
6685045,25,42903.88249,0,5561,0,0,5561,Regular,PH,Sync,1,17/06/2017
7173396,23,42903.91582,0,15209,0,0,15209,Regular,PH,Manual,1,15/06/2017
7173396,24,42903.91582,0,17105,0,0,17105,Regular,PH,Manual,2,16/06/2017
7279739,25,42903.92221,0,7839,0,0,7839,Regular,WB,Manual,1,17/06/2017
7199718,21,42903.93823,0,8448,0,0,8448,Regular,PH,Manual,1,13/06/2017
7199718,22,42903.93823,0,9487,0,0,9487,Regular,PH,Manual,1,14/06/2017
7199718,23,42903.93823,0,6748,0,0,6748,Regular,PH,Manual,0,15/06/2017
7199718,24,42903.93823,0,7261,0,0,7261,Regular,PH,Manual,0,16/06/2017
7088637,24,42903.94714,4724,14785,1472,0,20981,Regular,WB,Manual,6,16/06/2017
6968633,25,42903.9596,0,15179,0,0,15179,Regular,PH,GM,3,17/06/2017
6792967,25,42903.963,0,12783,0,0,12783,Regular,PH,Sync,1,17/06/2017
6675669,25,42903.96652,0,12221,0,0,12221,Regular,AD,Sync,1,17/06/2017
7029331,25,42904.00239,0,11724,0,0,11724,Regular,AD,Manual,1,17/06/2017
6840714,24,42904.0221,0,14011,0,0,14011,Regular,PH,Sync,0,16/06/2017
6840714,23,42904.0221,0,11815,0,0,11815,Regular,PH,Sync,0,15/06/2017
6840714,25,42904.0221,0,14642,0,0,14642,Regular,PH,Sync,0,17/06/2017
6626849,24,42904.02715,0,3599,0,0,3599,Regular,PH,FB,0,16/06/2017
6895576,25,42904.05897,0,16562,0,0,16562,Regular,AD,Manual,1,17/06/2017
6593082,25,42904.09357,0,12202,0,0,12202,Regular,PH,Manual,1,17/06/2017
6546906,24,42904.10602,0,23573,0,0,23573,Regular,AD,Sync,8,16/06/2017
6546906,25,42904.10602,0,27148,0,0,27148,Regular,AD,Sync,13,17/06/2017
6595527,25,42904.14041,0,22454,0,0,22454,Regular,PH,Sync,1,17/06/2017
6645931,24,42904.17368,0,8525,0,0,8525,Regular,PH,Sync,0,16/06/2017
6645931,25,42904.17368,0,22051,0,0,22051,Regular,PH,Sync,1,17/06/2017
5669600,24,42904.22898,0,12892,0,0,12892,Regular,PH,Manual,1,16/06/2017
5669600,25,42904.22898,0,14574,0,0,14574,Regular,PH,Manual,1,17/06/2017
6723804,24,42904.25658,3524,6922,0,0,10446,Regular,PH,Sync,0,16/06/2017
6723804,25,42904.25658,15224,16865,0,0,32089,Regular,PH,Sync,6,17/06/2017
6749984,25,42904.2644,0,23529,0,0,23529,Regular,AD,Sync,2,17/06/2017
6785706,25,42904.27094,0,11285,0,0,11285,Regular,PH,Sync,0,17/06/2017
6406584,25,42904.29687,2324,35932,0,0,38256,Regular,WB,Manual,48,17/06/2017
5336951,21,42904.29882,0,12178,0,0,12178,Regular,AD,Manual,1,13/06/2017
5336951,23,42904.29882,0,16180,0,0,16180,Regular,AD,Manual,2,15/06/2017
5336951,24,42904.29882,0,26360,0,0,26360,Regular,AD,Manual,10,16/06/2017
5336951,22,42904.29882,0,14502,0,0,14502,Regular,AD,Manual,2,14/06/2017
5336951,25,42904.29882,0,33472,0,0,33472,Regular,AD,Manual,26,17/06/2017
7180061,25,42904.30444,0,15543,0,0,15543,Regular,AD,Manual,1,17/06/2017
6431596,24,42904.30918,0,12847,0,0,12847,Regular,AD,Manual,0,16/06/2017
6431596,25,42904.30918,0,11740,0,0,11740,Regular,AD,Manual,0,17/06/2017
7268506,25,42904.31698,0,16744,0,0,16744,Regular,PH,Manual,4,17/06/2017
7205951,25,42904.31987,0,27886,0,0,27886,Regular,PH,Sync,3,17/06/2017
6703759,25,42904.3231,0,10944,0,0,10944,Regular,AD,Manual,1,17/06/2017
7195290,25,42904.32913,0,6924,0,0,6924,Regular,AD,Manual,1,17/06/2017
7280812,25,42904.34561,0,13317,0,0,13317,Regular,PH,Manual,0,17/06/2017
5873384,25,42904.35474,0,12158,0,0,12158,Regular,PH,Sync,0,17/06/2017
7407396,25,42904.35825,0,15400,0,0,15400,Regular,PH,Manual,1,17/06/2017
7259163,23,42904.37156,0,16048,0,0,16048,Regular,PH,Manual,1,15/06/2017
7259163,24,42904.37156,0,15140,0,0,15140,Regular,PH,Sync,1,16/06/2017
7259163,25,42904.37156,0,15947,0,0,15947,Regular,PH,Manual,1,17/06/2017
6432698,24,42904.37629,0,21917,0,0,21917,Regular,AD,Sync,2,16/06/2017
6432698,23,42904.37629,0,13197,0,0,13197,Regular,AD,Sync,1,15/06/2017
6432698,25,42904.37629,0,30283,0,0,30283,Regular,AD,Sync,8,17/06/2017
5594922,25,42904.38627,0,17588,0,0,17588,Regular,PH,Manual,2,17/06/2017
7125971,24,42904.38922,0,12941,0,0,12941,Regular,AD,Manual,2,16/06/2017
7125971,25,42904.38922,0,10984,0,0,10984,Regular,AD,Manual,1,17/06/2017
7173396,25,42904.39185,2755,17376,4865,0,24996,Regular,PH,Manual,5,17/06/2017
4642584,25,42904.40911,7438,7059,0,0,14497,Regular,PH,Manual,0,17/06/2017
7150106,25,42904.43388,0,23031,0,0,23031,Regular,PH,Manual,9,17/06/2017
7239882,25,42904.45726,0,3073,0,0,3073,Regular,AD,Sync,0,17/06/2017
5598433,25,42904.47758,0,22063,0,0,22063,Regular,PH,Manual,12,17/06/2017
4843363,25,42904.48459,0,17634,0,0,17634,Regular,PH,Manual,2,17/06/2017
5367363,25,42904.48538,0,20329,0,0,20329,Regular,AD,Manual,3,17/06/2017
7241669,25,42904.49386,0,15232,0,0,15232,Regular,PH,GM,1,17/06/2017
6969020,25,42904.49959,0,21197,0,0,21197,Regular,WB,Manual,10,17/06/2017
5245094,25,42904.5043,0,11482,0,0,11482,Regular,PH,Manual,1,17/06/2017
6635082,25,42904.53987,0,15677,0,0,15677,Regular,PH,Manual,1,17/06/2017
7273151,24,42904.5443,0,13146,0,0,13146,Regular,AD,Manual,3,16/06/2017
7273151,23,42904.5443,0,10923,0,0,10923,Regular,AD,Manual,2,15/06/2017
7273151,25,42904.5443,0,11479,0,0,11479,Regular,AD,Manual,2,17/06/2017
6636176,25,42904.54507,0,15852,0,0,15852,Regular,AD,Manual,2,17/06/2017
7208449,25,42904.54609,0,24034,0,0,24034,Regular,AD,Manual,2,17/06/2017
6554122,25,42904.55655,0,9259,0,0,9259,Regular,PH,Sync,2,17/06/2017
6590812,24,42904.59753,0,8110,0,0,8110,Regular,PH,Sync,0,16/06/2017
6590812,23,42904.59753,0,5954,0,0,5954,Regular,PH,Sync,0,15/06/2017
6590812,25,42904.59753,0,13978,0,0,13978,Regular,PH,Sync,1,17/06/2017
6930922,25,42904.60415,0,15524,0,0,15524,Regular,AD,Manual,1,17/06/2017
4883518,25,42904.6286,0,11214,0,0,11214,Regular,AD,Manual,0,17/06/2017
7185641,25,42904.6521,0,30639,0,0,30639,Regular,PH,Manual,1,17/06/2017
5718102,24,42904.66234,0,26239,0,0,26239,Regular,WB,Manual,16,16/06/2017
5718102,23,42904.66234,0,22110,0,0,22110,Regular,WB,Manual,9,15/06/2017
5718102,25,42904.66234,0,26573,0,0,26573,Regular,WB,Manual,16,17/06/2017
7284429,25,42904.67078,0,16159,0,0,16159,Regular,PH,Manual,0,17/06/2017
7377314,25,42904.67789,0,16544,0,0,16544,Regular,PH,Manual,0,17/06/2017
4695204,25,42904.682,0,15300,0,0,15300,Regular,PH,Manual,0,17/06/2017
7338588,25,42904.70618,0,13654,0,0,13654,Regular,AD,Manual,1,17/06/2017
6433176,25,42904.7361,0,11547,3128,0,14675,Regular,AD,Manual,1,17/06/2017
7401706,25,42904.74216,0,12374,0,0,12374,Regular,PH,Manual,0,17/06/2017
6439829,24,42904.74864,0,18465,0,0,18465,Regular,AD,GM,21,16/06/2017
6439829,23,42904.74864,0,22288,0,0,22288,Regular,AD,Manual,32,15/06/2017
6439829,25,42904.74864,0,18812,0,0,18812,Regular,AD,GM,22,17/06/2017
6661820,25,42904.75503,0,18124,0,0,18124,Regular,WB,Manual,5,17/06/2017
6935318,21,42904.79229,0,11066,0,0,11066,Regular,PH,Sync,1,13/06/2017
6935318,22,42904.79229,0,7509,0,0,7509,Regular,PH,Sync,0,14/06/2017
6935318,24,42904.79229,0,5640,0,0,5640,Regular,PH,Sync,0,16/06/2017
6935318,23,42904.79229,0,9767,0,0,9767,Regular,PH,Sync,1,15/06/2017
6935318,25,42904.79229,0,14698,0,0,14698,Regular,PH,Sync,1,17/06/2017
4748024,25,42904.81153,0,10434,0,0,10434,Regular,AD,Manual,0,17/06/2017
4748024,24,42904.81975,0,39685,0,0,39685,Regular,AD,Manual,15,16/06/2017
6437363,25,42904.85018,0,12034,0,0,12034,Regular,PH,Manual,4,17/06/2017
7279739,26,42904.86697,0,17506,0,0,17506,Regular,WB,Manual,6,18/06/2017
6685045,26,42904.8943,0,9811,0,0,9811,Regular,PH,Sync,2,18/06/2017
6580090,26,42904.89795,0,13924,0,0,13924,Regular,AD,Manual,0,18/06/2017
7208449,26,42904.9613,0,37565,0,0,37565,Approved,AD,Manual,14,18/06/2017
6968633,26,42904.99201,0,9649,0,0,9649,Regular,PH,GM,1,18/06/2017
7128290,26,42905.02459,0,12217,0,0,12217,Regular,PH,Sync,2,18/06/2017
6595527,26,42905.02922,0,32960,0,0,32960,Regular,PH,Sync,7,18/06/2017
7300763,24,42905.08385,0,11861,0,0,11861,Regular,WB,Manual,1,16/06/2017
7300763,23,42905.08385,0,10576,0,0,10576,Regular,WB,Manual,1,15/06/2017
7300763,26,42905.08385,0,16706,0,0,16706,Regular,WB,Manual,1,18/06/2017
7300763,25,42905.08385,0,15884,0,0,15884,Regular,WB,Manual,1,17/06/2017
6626849,25,42905.09537,7583,14096,1607,0,23286,Regular,PH,FB,4,17/06/2017
6895576,26,42905.113,0,12493,0,0,12493,Regular,AD,Manual,0,18/06/2017
6935318,26,42905.15682,9524,7756,0,0,17280,Regular,PH,Sync,2,18/06/2017
6406584,26,42905.1706,1424,11981,0,0,13405,Regular,WB,Manual,2,18/06/2017
7029331,26,42905.19245,3224,5038,0,0,8262,Regular,AD,Manual,1,18/06/2017
6703759,26,42905.19836,0,14384,0,0,14384,Regular,AD,Manual,1,18/06/2017
5718102,26,42905.20177,0,28800,0,0,28800,Regular,WB,Manual,22,18/06/2017
6593082,26,42905.20218,0,9312,0,0,9312,Regular,PH,Manual,1,18/06/2017
6792967,26,42905.21025,0,14681,0,0,14681,Regular,PH,Sync,1,18/06/2017
7039008,24,42905.21498,0,13386,0,0,13386,Regular,WB,Manual,1,16/06/2017
7039008,26,42905.21498,0,16109,0,0,16109,Regular,WB,Manual,2,18/06/2017
7039008,25,42905.21498,0,22611,0,0,22611,Regular,WB,Manual,6,17/06/2017
7205951,26,42905.22009,0,14198,0,0,14198,Regular,PH,Sync,0,18/06/2017
7377314,26,42905.22376,4927,6961,0,0,11888,Regular,PH,Manual,0,18/06/2017
6749984,26,42905.22619,0,11837,0,0,11837,Regular,AD,Sync,0,18/06/2017
5873384,26,42905.22882,0,13482,0,0,13482,Regular,PH,Sync,0,18/06/2017
7280812,26,42905.22904,0,13441,0,0,13441,Regular,PH,Manual,0,18/06/2017
7389041,26,42905.23308,0,11076,0,0,11076,Regular,WB,Manual,1,18/06/2017
7389041,23,42905.23309,0,19111,0,0,19111,Regular,WB,Manual,4,15/06/2017
7389041,24,42905.23309,0,3380,0,0,3380,Regular,WB,Manual,0,16/06/2017
7389041,25,42905.23309,0,2159,0,0,2159,Regular,WB,Manual,0,17/06/2017
6739029,25,42905.2376,0,10632,0,0,10632,Regular,AD,Sync,0,17/06/2017
6739029,26,42905.2376,0,11070,0,0,11070,Regular,AD,Sync,0,18/06/2017
7180061,26,42905.24081,0,18306,0,0,18306,Regular,AD,Manual,2,18/06/2017
7173396,26,42905.25472,4203,16125,0,0,20328,Regular,PH,Sync,3,18/06/2017
7282004,25,42905.26053,0,11624,0,0,11624,Regular,PH,Sync,0,17/06/2017
7282004,26,42905.26053,6617,14025,0,0,20642,Regular,PH,Sync,1,18/06/2017
4695204,26,42905.26958,0,14649,0,0,14649,Regular,PH,Manual,0,18/06/2017
6723804,26,42905.2758,0,6664,0,0,6664,Regular,PH,Sync,0,18/06/2017
7195290,26,42905.2792,0,4333,0,0,4333,Regular,AD,Manual,0,18/06/2017
6452592,26,42905.2848,0,14666,7647,0,22313,Regular,AD,Manual,1,18/06/2017
6452592,25,42905.2848,0,19421,5272,0,24693,Regular,AD,Manual,2,17/06/2017
7284429,26,42905.28694,0,15547,0,0,15547,Regular,PH,Manual,0,18/06/2017
6753873,25,42905.29152,0,18630,0,0,18630,Regular,PH,Sync,1,17/06/2017
6753873,26,42905.29152,0,16196,0,0,16196,Regular,PH,Sync,1,18/06/2017
4792490,24,42905.29236,0,18620,0,0,18620,Regular,PH,Manual,1,16/06/2017
4792490,26,42905.29236,0,22530,0,0,22530,Regular,PH,Manual,2,18/06/2017
4792490,25,42905.29236,0,19014,0,0,19014,Regular,PH,Manual,1,17/06/2017
5594922,26,42905.29465,0,18683,0,0,18683,Regular,PH,Manual,3,18/06/2017
4883518,26,42905.29625,0,10947,0,0,10947,Regular,AD,Manual,0,18/06/2017
7401706,26,42905.29914,0,2124,0,0,2124,Regular,PH,Manual,0,18/06/2017
4713363,24,42905.32959,0,21875,0,0,21875,Regular,WB,Manual,6,16/06/2017
4713363,26,42905.32959,0,21049,0,0,21049,Regular,WB,Manual,5,18/06/2017
4713363,25,42905.32959,0,23789,0,0,23789,Regular,WB,Manual,7,17/06/2017
7201939,24,42905.33272,0,10280,0,0,10280,Regular,WB,Manual,1,16/06/2017
7201939,25,42905.33272,0,12833,0,0,12833,Regular,WB,Manual,1,17/06/2017
7201939,26,42905.33272,0,11397,0,0,11397,Regular,WB,Manual,1,18/06/2017
6546906,26,42905.34163,0,16192,0,0,16192,Regular,AD,Sync,3,18/06/2017
6595249,24,42905.34444,0,21510,0,0,21510,Regular,WB,Manual,2,16/06/2017
6595249,25,42905.34444,0,17848,0,0,17848,Regular,WB,Manual,1,17/06/2017
6595249,26,42905.34444,0,13461,0,0,13461,Regular,WB,Manual,0,18/06/2017
6976759,24,42905.3677,0,9178,0,0,9178,Regular,AD,Sync,0,16/06/2017
6976759,23,42905.3677,0,8072,0,0,8072,Regular,AD,Sync,0,15/06/2017
6976759,25,42905.3677,0,0,0,9644,9644,Regular,AD,Manual,0,17/06/2017
6976759,26,42905.3677,0,8334,0,0,8334,Regular,AD,Sync,0,18/06/2017
5367363,26,42905.36934,0,19119,0,0,19119,Regular,AD,Manual,3,18/06/2017
7150106,26,42905.36958,0,11268,0,0,11268,Regular,PH,Manual,1,18/06/2017
7199718,25,42905.38527,0,13698,0,0,13698,Regular,PH,Manual,1,17/06/2017
7199718,26,42905.38527,0,9487,0,0,9487,Regular,PH,Manual,1,18/06/2017
5620804,26,42905.38919,0,0,0,21599,21599,Regular,WB,Manual,8,18/06/2017
5620804,25,42905.38919,0,15888,0,0,15888,Regular,WB,Manual,3,17/06/2017
7241669,26,42905.41382,0,9602,0,0,9602,Regular,PH,GM,0,18/06/2017
5598433,26,42905.42242,0,13665,0,0,13665,Regular,PH,Manual,3,18/06/2017
6433176,26,42905.43489,0,10588,0,0,10588,Regular,AD,Manual,0,18/06/2017
4843363,26,42905.44252,0,12079,0,0,12079,Regular,PH,Manual,1,18/06/2017
6645931,26,42905.44491,0,18610,0,0,18610,Regular,PH,Sync,1,18/06/2017
6402102,21,42905.4701,0,14328,0,0,14328,Regular,WB,Manual,1,13/06/2017
6402102,23,42905.4701,0,6825,0,0,6825,Regular,WB,Manual,0,15/06/2017
6402102,22,42905.4701,0,12286,0,0,12286,Regular,WB,Manual,1,14/06/2017
6402102,24,42905.4701,0,7967,0,0,7967,Regular,WB,Manual,0,16/06/2017
6402102,26,42905.4701,0,0,0,10501,10501,Regular,WB,Manual,1,18/06/2017
6402102,25,42905.4701,0,14160,0,0,14160,Regular,WB,Manual,1,17/06/2017
6615465,21,42905.47081,1424,7282,0,0,8706,Regular,PH,Sync,0,13/06/2017
6615465,22,42905.47081,1424,8329,0,0,9753,Regular,PH,Sync,0,14/06/2017
6615465,24,42905.47081,0,5934,0,0,5934,Regular,PH,Manual,0,16/06/2017
6615465,23,42905.47081,1424,8047,0,0,9471,Regular,PH,Sync,0,15/06/2017
6615465,25,42905.47081,0,9371,0,0,9371,Regular,PH,Manual,0,17/06/2017
6615465,26,42905.47081,0,7122,0,0,7122,Regular,PH,Sync,0,18/06/2017
6554122,26,42905.48061,3238,3794,0,0,7032,Regular,PH,Sync,1,18/06/2017
6626849,26,42905.48993,0,11339,0,0,11339,Regular,PH,FB,1,18/06/2017
7268506,26,42905.49866,0,21269,0,0,21269,Regular,PH,Manual,7,18/06/2017
6969020,26,42905.51226,0,16958,0,0,16958,Regular,WB,Manual,6,18/06/2017
6698420,24,42905.51899,0,11417,0,0,11417,Regular,WB,Manual,1,16/06/2017
6698420,26,42905.51899,0,13383,0,0,13383,Regular,WB,Manual,1,18/06/2017
6698420,25,42905.51899,0,0,0,11621,11621,Regular,WB,Manual,1,17/06/2017
7185641,26,42905.5358,0,30686,0,0,30686,Regular,PH,Manual,1,18/06/2017
5219196,23,42905.53665,0,9178,0,0,9178,Regular,WB,Manual,0,15/06/2017
5219196,24,42905.53665,0,9676,0,0,9676,Regular,WB,Manual,0,16/06/2017
5219196,26,42905.53665,0,8345,0,0,8345,Regular,WB,Manual,0,18/06/2017
5219196,25,42905.53665,0,9851,0,0,9851,Regular,WB,Manual,0,17/06/2017
7338588,26,42905.54977,0,1936,0,0,1936,Regular,AD,Manual,0,18/06/2017
7384073,21,42905.56053,0,10104,0,0,10104,Regular,WB,Manual,0,13/06/2017
7384073,24,42905.56053,0,11400,0,0,11400,Regular,WB,Manual,0,16/06/2017
7384073,22,42905.56053,0,10086,0,0,10086,Regular,WB,Manual,0,14/06/2017
