"MemberID","EventDay","CreatedDate","BikeSteps","WalkSteps","SwimSteps","OtherSteps","TotalSteps","SpeedCheck","Channel","DeviceType","ProgramDate","CheaterProb"
182410,83,42962.61964,0,23742,0,0,23742,"Regular","AD","Manual","2017-08-14",33
182410,84,42963.27828,6000,15873,0,0,21873,"Regular","AD","Manual","2017-08-15",27
182410,88,42968.29255,11700,16564,0,0,28264,"Regular","AD","Manual","2017-08-19",49
182410,85,42964.37686,6300,32904,0,0,39204,"Regular","AD","Manual","2017-08-16",83
182410,86,42965.25456,4050,16969,0,0,21019,"Regular","AD","Manual","2017-08-17",25
182410,87,42966.50197,8100,20909,0,0,29009,"Regular","AD","Manual","2017-08-18",51
182410,89,42968.29255,0,34296,0,0,34296,"Regular","AD","Manual","2017-08-20",70
182410,90,42969.24659,15300,22592,0,0,37892,"Regular","AD","Manual","2017-08-21",80
182410,91,42970.2883,3000,25561,0,0,28561,"Regular","AD","Manual","2017-08-22",50
182410,92,42971.35026,5400,17018,3562,0,25980,"Regular","AD","Manual","2017-08-23",40
182410,96,42975.25264,59550,47164,9500,0,116214,"Approved","AD","Manual","2017-08-27",100
182410,93,42972.27308,0,19754,9500,0,29254,"Regular","AD","Manual","2017-08-24",52
182410,94,42975.25265,6450,14653,0,0,21103,"Regular","AD","Manual","2017-08-25",25
182410,95,42975.25265,0,24544,0,0,24544,"Regular","AD","Manual","2017-08-26",35
182410,97,42976.42457,3600,22673,0,0,26273,"Regular","AD","Manual","2017-08-28",47
182410,99,42978.46811,5850,29061,0,0,34911,"Regular","AD","Manual","2017-08-30",76
182410,98,42978.46811,3600,19014,0,0,22614,"Regular","AD","Manual","2017-08-29",34
182410,100,42981.88041,0,19608,0,0,19608,"Regular","AD","Manual","2017-08-31",25
182932,1,42880.40455,0,17060,0,0,17060,"Regular","PH","Sync","2017-05-24",71
182932,2,42881.43999,0,13167,0,0,13167,"Regular","PH","Sync","2017-05-25",58
182932,3,42881.8669,0,19051,0,0,19051,"Regular","PH","Sync","2017-05-26",77
182932,4,42882.87875,0,21371,0,0,21371,"Regular","PH","Sync","2017-05-27",83
182932,5,42883.82596,0,25079,0,0,25079,"Regular","PH","Sync","2017-05-28",89
182932,6,42884.82458,0,19325,0,0,19325,"Regular","PH","Sync","2017-05-29",78
182932,7,42885.8284,0,11001,0,0,11001,"Regular","PH","Sync","2017-05-30",51
182932,8,42886.82468,0,16762,0,0,16762,"Regular","PH","Sync","2017-05-31",71
182932,9,42887.82271,0,15888,0,0,15888,"Regular","PH","Sync","2017-06-01",68
182932,10,42888.87596,0,16416,0,0,16416,"Regular","PH","Sync","2017-06-02",70
182932,11,42889.88047,0,22877,0,0,22877,"Regular","PH","Sync","2017-06-03",86
182932,12,42890.82588,0,18689,0,0,18689,"Regular","PH","Sync","2017-06-04",76
182932,13,42892.26514,0,17829,0,0,17829,"Regular","PH","Sync","2017-06-05",74
182932,14,42893.01524,0,12946,0,0,12946,"Regular","PH","Sync","2017-06-06",58
182932,15,42893.82911,0,18439,0,0,18439,"Regular","PH","Sync","2017-06-07",76
182932,16,42894.826,0,16358,0,0,16358,"Regular","PH","Sync","2017-06-08",70
182932,17,42895.87962,0,19061,0,0,19061,"Regular","PH","Sync","2017-06-09",77
182932,18,42896.89021,0,20815,0,0,20815,"Regular","PH","Sync","2017-06-10",82
182932,19,42897.88538,0,25730,0,0,25730,"Regular","PH","Sync","2017-06-11",90
182932,20,42898.82718,0,23679,0,0,23679,"Regular","PH","Sync","2017-06-12",87
182932,21,42899.82891,0,17832,0,0,17832,"Regular","PH","Sync","2017-06-13",74
182932,22,42900.8264,0,20255,0,0,20255,"Regular","PH","Sync","2017-06-14",80
182932,23,42901.82373,0,18952,0,0,18952,"Regular","PH","Sync","2017-06-15",77
182932,24,42902.87711,0,18703,0,0,18703,"Regular","PH","Sync","2017-06-16",76
183746,2,42882.30019,0,25596,0,0,25596,"Regular","AD","Sync","2017-05-25",1
183746,1,42882.30019,0,2241,0,0,2241,"Regular","AD","Sync","2017-05-24",0
183746,3,42882.30019,0,14682,0,0,14682,"Regular","AD","Sync","2017-05-26",0
183746,4,42885.82303,0,9169,0,0,9169,"Regular","AD","Sync","2017-05-27",0
183746,6,42885.82303,0,12200,0,0,12200,"Regular","AD","Sync","2017-05-29",0
183746,5,42885.82303,9000,6958,0,0,15958,"Regular","AD","Sync","2017-05-28",0
183746,8,42892.6636,0,9713,0,0,9713,"Regular","AD","Sync","2017-05-31",0
183746,9,42892.6636,0,13239,0,0,13239,"Regular","AD","Sync","2017-06-01",0
183746,7,42892.6636,0,9510,0,0,9510,"Regular","AD","Sync","2017-05-30",0
183746,10,42892.6636,0,4419,0,0,4419,"Regular","AD","Sync","2017-06-02",0
183746,11,42892.6636,0,755,0,0,755,"Regular","AD","Sync","2017-06-03",0
183746,12,42892.6636,0,0,0,11977,11977,"Regular","AD","Manual","2017-06-04",0
183746,13,42892.6636,9000,9882,0,0,18882,"Regular","AD","Sync","2017-06-05",0
183746,14,42899.87137,0,9051,0,0,9051,"Regular","AD","Sync","2017-06-06",0
183746,15,42899.87137,0,8907,0,0,8907,"Regular","AD","Sync","2017-06-07",0
183746,16,42899.87137,0,0,0,10270,10270,"Regular","AD","Manual","2017-06-08",0
183746,18,42899.87137,15000,5079,0,0,20079,"Regular","AD","Sync","2017-06-10",0
183746,17,42899.87137,0,11710,0,0,11710,"Regular","AD","Sync","2017-06-09",0
183746,21,42928.84726,0,12000,0,0,12000,"Regular","AD","Manual","2017-06-13",0
183746,20,42899.87137,0,10651,0,0,10651,"Regular","AD","Sync","2017-06-12",0
183746,19,42899.87137,0,7712,0,0,7712,"Regular","AD","Sync","2017-06-11",0
183746,23,42928.84726,0,5000,0,0,5000,"Regular","AD","Manual","2017-06-15",0
183746,22,42928.84726,0,15500,0,0,15500,"Regular","AD","Manual","2017-06-14",0
183746,24,42928.84726,0,5000,0,0,5000,"Regular","AD","Manual","2017-06-16",0
183746,26,42928.84726,0,15000,0,0,15000,"Regular","AD","Manual","2017-06-18",0
183746,27,42928.84726,0,15000,0,0,15000,"Regular","AD","Manual","2017-06-19",0
183746,25,42928.84726,0,15000,0,0,15000,"Regular","AD","Manual","2017-06-17",0
183746,30,42928.84726,0,15000,0,0,15000,"Regular","AD","Manual","2017-06-22",0
183746,29,42928.84726,0,15000,0,0,15000,"Regular","AD","Manual","2017-06-21",0
183746,28,42928.84726,0,15000,0,0,15000,"Regular","AD","Manual","2017-06-20",0
183746,32,42928.84726,0,15000,0,0,15000,"Regular","AD","Manual","2017-06-24",0
183746,33,42928.84726,0,15000,0,0,15000,"Regular","AD","Manual","2017-06-25",0
183746,31,42928.84726,0,15000,0,0,15000,"Regular","AD","Manual","2017-06-23",0
183746,34,42928.84726,0,0,0,10202,10202,"Regular","AD","Manual","2017-06-26",0
183746,36,42928.84726,0,0,0,10202,10202,"Regular","AD","Sync","2017-06-28",0
183746,35,42928.84726,0,0,0,10202,10202,"Regular","AD","Manual","2017-06-27",0
183746,39,42928.84726,0,0,0,10202,10202,"Regular","AD","Sync","2017-07-01",0
183746,38,42928.84726,0,0,0,10202,10202,"Regular","AD","Sync","2017-06-30",0
183746,40,42928.84726,0,6036,0,0,6036,"Regular","AD","Sync","2017-07-02",0
183746,37,42928.84726,0,0,0,10202,10202,"Regular","AD","Sync","2017-06-29",0
183746,41,42928.84726,0,17123,0,0,17123,"Regular","AD","Sync","2017-07-03",0
183746,43,42928.84726,0,17146,0,0,17146,"Regular","AD","Sync","2017-07-05",0
183746,42,42928.84726,0,16312,0,0,16312,"Regular","AD","Sync","2017-07-04",0
183746,44,42928.84726,0,13117,0,0,13117,"Regular","AD","Sync","2017-07-06",0
183746,47,42928.84726,0,6970,0,0,6970,"Regular","AD","Sync","2017-07-09",0
183746,48,42928.84726,0,5320,0,0,5320,"Regular","AD","Sync","2017-07-10",0
183746,45,42928.84726,0,10986,0,0,10986,"Regular","AD","Sync","2017-07-07",0
183746,46,42928.84726,0,0,0,10202,10202,"Regular","AD","Manual","2017-07-08",0
183746,52,42947.46178,0,12000,0,0,12000,"Regular","AD","Manual","2017-07-14",0
183746,51,42947.46178,0,10000,0,0,10000,"Regular","AD","Manual","2017-07-13",0
183746,50,42947.46178,0,9000,0,0,9000,"Regular","AD","Manual","2017-07-12",0
183746,49,42928.84726,0,6370,0,0,6370,"Regular","AD","Sync","2017-07-11",0
183746,55,42947.46178,0,8769,0,0,8769,"Regular","AD","Sync","2017-07-17",0
183746,54,42947.46178,0,5000,0,0,5000,"Regular","AD","Manual","2017-07-16",0
183746,56,42947.46178,0,9332,0,0,9332,"Regular","AD","Sync","2017-07-18",0
183746,53,42947.46178,0,5000,0,0,5000,"Regular","AD","Manual","2017-07-15",0
183746,58,42947.46178,0,13668,0,0,13668,"Regular","AD","Sync","2017-07-20",0
183746,57,42947.46178,0,10957,0,0,10957,"Regular","AD","Sync","2017-07-19",0
183746,59,42947.46178,0,2186,0,0,2186,"Regular","AD","Sync","2017-07-21",0
183746,60,42947.46178,0,5000,0,0,5000,"Regular","AD","Manual","2017-07-22",0
183746,63,42947.46178,0,9441,0,0,9441,"Regular","AD","Sync","2017-07-25",0
183746,62,42947.46178,0,9453,0,0,9453,"Regular","AD","Sync","2017-07-24",0
183746,61,42947.46178,0,8065,0,0,8065,"Regular","AD","Sync","2017-07-23",0
183746,64,42947.46178,0,12154,0,0,12154,"Regular","AD","Sync","2017-07-26",0
183746,68,42947.46178,0,10752,0,0,10752,"Regular","AD","Sync","2017-07-30",0
183746,67,42947.46178,0,2665,0,0,2665,"Regular","AD","Sync","2017-07-29",0
183746,66,42947.46178,0,14204,0,0,14204,"Regular","AD","Sync","2017-07-28",0
183746,65,42947.46178,0,14972,0,0,14972,"Regular","AD","Sync","2017-07-27",0
183746,72,42959.49411,0,16251,0,0,16251,"Regular","AD","Sync","2017-08-03",0
183746,69,42959.49411,0,11290,0,0,11290,"Regular","AD","Sync","2017-07-31",0
183746,70,42959.49411,0,19692,0,0,19692,"Regular","AD","Sync","2017-08-01",0
183746,71,42959.49411,0,12867,0,0,12867,"Regular","AD","Sync","2017-08-02",0
183746,75,42959.49411,0,7639,0,0,7639,"Regular","AD","Sync","2017-08-06",0
183746,74,42959.49411,0,5031,0,0,5031,"Regular","AD","Manual","2017-08-05",0
183746,76,42959.49411,0,11490,0,0,11490,"Regular","AD","Sync","2017-08-07",0
183746,73,42959.49411,0,12938,0,0,12938,"Regular","AD","Sync","2017-08-04",0
183746,79,42959.49411,0,7901,0,0,7901,"Regular","AD","Sync","2017-08-10",0
183746,78,42959.49411,0,15712,0,0,15712,"Regular","AD","Sync","2017-08-09",0
183746,80,42959.49411,0,12266,0,0,12266,"Regular","AD","Sync","2017-08-11",0
183746,77,42959.49411,0,8866,0,0,8866,"Regular","AD","Sync","2017-08-08",0
183869,2,42885.54142,0,3947,0,0,3947,"Regular","WB","Manual","2017-05-25",3
183869,1,42885.54142,0,2665,0,0,2665,"Regular","WB","Manual","2017-05-24",3
183869,3,42885.54142,0,5590,0,0,5590,"Regular","WB","Manual","2017-05-26",4
183869,6,42885.54142,0,5144,0,0,5144,"Regular","WB","Manual","2017-05-29",4
183869,5,42885.54142,0,3992,0,0,3992,"Regular","WB","Manual","2017-05-28",3
183869,4,42885.54142,0,6980,0,0,6980,"Regular","WB","Manual","2017-05-27",5
183869,8,42888.96943,0,12994,0,0,12994,"Regular","WB","Manual","2017-05-31",11
183869,7,42888.96943,0,9871,0,0,9871,"Regular","WB","Manual","2017-05-30",7
183869,9,42891.67475,0,12994,0,0,12994,"Regular","WB","Manual","2017-06-01",11
183869,10,42889.83763,0,9846,0,0,9846,"Regular","WB","Manual","2017-06-02",7
183869,11,42891.67475,0,13153,0,0,13153,"Regular","WB","Manual","2017-06-03",11
183869,12,42891.67475,0,4173,0,0,4173,"Regular","WB","Manual","2017-06-04",3
183869,13,42893.16469,0,13333,0,0,13333,"Regular","PH","Manual","2017-06-05",12
183869,14,42900.83661,0,14160,0,0,14160,"Regular","WB","Manual","2017-06-06",13
183869,15,42900.83661,0,11828,0,0,11828,"Regular","WB","Manual","2017-06-07",9
183869,18,42900.83661,0,4751,0,0,4751,"Regular","WB","Manual","2017-06-10",4
183869,16,42900.83661,0,7566,0,0,7566,"Regular","WB","Manual","2017-06-08",5
183869,17,42900.83661,0,10621,0,0,10621,"Regular","WB","Manual","2017-06-09",8
183869,21,42900.83661,0,11545,0,0,11545,"Regular","WB","Manual","2017-06-13",9
183869,19,42900.83661,0,6412,0,0,6412,"Regular","WB","Manual","2017-06-11",4
183869,20,42900.83661,0,8969,0,0,8969,"Regular","WB","Manual","2017-06-12",6
183869,22,42906.55483,0,7369,0,0,7369,"Regular","WB","Manual","2017-06-14",5
183869,23,42906.55483,0,6130,0,0,6130,"Regular","WB","Manual","2017-06-15",4
183869,24,42906.55483,0,11458,0,0,11458,"Regular","WB","Manual","2017-06-16",9
183869,25,42906.55483,0,7327,0,0,7327,"Regular","WB","Manual","2017-06-17",5
183869,26,42906.55483,0,1381,0,0,1381,"Regular","WB","Manual","2017-06-18",2
183869,27,42906.55483,0,12812,0,0,12812,"Regular","WB","Manual","2017-06-19",11
183869,29,42909.56357,0,12969,0,0,12969,"Regular","WB","Manual","2017-06-21",11
183869,28,42909.56357,0,7412,0,0,7412,"Regular","WB","Manual","2017-06-20",5
183869,30,42909.56357,0,11504,0,0,11504,"Regular","WB","Manual","2017-06-22",9
183869,33,42912.60747,0,16357,0,0,16357,"Regular","WB","Manual","2017-06-25",17
183869,31,42912.60747,0,10247,0,0,10247,"Regular","WB","Manual","2017-06-23",8
183869,32,42912.60747,0,1928,0,0,1928,"Regular","WB","Manual","2017-06-24",2
183869,35,42920.54211,0,5439,0,0,5439,"Regular","WB","Manual","2017-06-27",4
183869,34,42920.54211,0,8994,0,0,8994,"Regular","WB","Manual","2017-06-26",6
183869,36,42920.54211,0,6379,0,0,6379,"Regular","WB","Manual","2017-06-28",4
183869,37,42920.54211,0,10662,0,0,10662,"Regular","WB","Manual","2017-06-29",8
183869,40,42920.54211,0,12241,0,0,12241,"Regular","WB","Manual","2017-07-02",10
183869,39,42920.54211,0,12062,0,0,12062,"Regular","WB","Manual","2017-07-01",10
183869,38,42920.54211,0,8619,0,0,8619,"Regular","WB","Manual","2017-06-30",6
183869,41,42928.83763,0,9280,0,0,9280,"Regular","WB","Manual","2017-07-03",7
183869,42,42928.83763,0,9164,0,0,9164,"Regular","WB","Manual","2017-07-04",7
183869,44,42928.83763,0,5482,0,0,5482,"Regular","WB","Manual","2017-07-06",4
183869,43,42928.83763,0,8071,0,0,8071,"Regular","WB","Manual","2017-07-05",6
183869,47,42928.83763,0,10241,0,0,10241,"Regular","WB","Manual","2017-07-09",8
183869,46,42928.83763,0,5000,0,0,5000,"Regular","WB","Manual","2017-07-08",4
183869,45,42928.83763,0,8051,0,0,8051,"Regular","WB","Manual","2017-07-07",6
183869,48,42928.83763,0,2280,0,0,2280,"Regular","WB","Manual","2017-07-10",3
183869,49,42936.83695,0,8164,0,0,8164,"Regular","WB","Manual","2017-07-11",6
183869,51,42936.83695,0,8482,0,0,8482,"Regular","WB","Manual","2017-07-13",6
183869,50,42936.83695,0,4071,0,0,4071,"Regular","WB","Manual","2017-07-12",3
183869,52,42936.83695,0,12051,0,0,12051,"Regular","WB","Manual","2017-07-14",10
183869,56,42936.83695,0,7240,0,0,7240,"Regular","WB","Manual","2017-07-18",5
183869,55,42936.83695,0,5839,0,0,5839,"Regular","WB","Manual","2017-07-17",4
183869,54,42936.83695,0,5000,0,0,5000,"Regular","WB","Manual","2017-07-16",4
183869,53,42936.83695,0,7236,0,0,7236,"Regular","WB","Manual","2017-07-15",5
183869,57,42955.78075,0,5555,0,0,5555,"Regular","WB","Manual","2017-07-19",4
183869,59,42955.78075,0,6587,0,0,6587,"Regular","WB","Manual","2017-07-21",5
183869,58,42955.78075,0,9587,0,0,9587,"Regular","WB","Manual","2017-07-20",7
183869,60,42955.78075,0,8754,0,0,8754,"Regular","WB","Manual","2017-07-22",6
183869,64,42955.78075,0,11303,0,0,11303,"Regular","WB","Manual","2017-07-26",9
183869,61,42955.78075,0,9532,0,0,9532,"Regular","WB","Manual","2017-07-23",7
183869,63,42955.78075,0,8561,0,0,8561,"Regular","WB","Manual","2017-07-25",6
183869,62,42955.78075,0,7756,0,0,7756,"Regular","WB","Manual","2017-07-24",5
183869,67,42955.78075,0,6502,0,0,6502,"Regular","WB","Manual","2017-07-29",5
183869,65,42955.78075,0,6504,0,0,6504,"Regular","WB","Manual","2017-07-27",5
183869,68,42955.78075,0,1115,0,0,1115,"Regular","WB","Manual","2017-07-30",2
183869,66,42955.78075,0,6503,0,0,6503,"Regular","WB","Manual","2017-07-28",5
183869,69,42955.78075,0,8521,0,0,8521,"Regular","WB","Manual","2017-07-31",6
183869,72,42955.78075,0,13000,0,0,13000,"Regular","WB","Manual","2017-08-03",11
183869,71,42955.78075,0,6500,0,0,6500,"Regular","WB","Manual","2017-08-02",5
183869,70,42955.78075,0,7521,0,0,7521,"Regular","WB","Manual","2017-08-01",5
183869,74,42955.78075,0,15000,0,0,15000,"Regular","WB","Manual","2017-08-05",14
183869,73,42955.78075,0,1486,0,0,1486,"Regular","WB","Manual","2017-08-04",2
183869,75,42955.78075,0,10000,0,0,10000,"Regular","WB","Manual","2017-08-06",7
184527,3,42886.68175,0,11817,0,0,11817,"Regular","WB","Manual","2017-05-26",5
184527,2,42886.68175,0,10891,0,0,10891,"Regular","WB","Manual","2017-05-25",4
184527,1,42886.68175,0,10604,0,0,10604,"Regular","WB","Manual","2017-05-24",4
184527,4,42886.68175,0,14085,0,0,14085,"Regular","WB","Manual","2017-05-27",7
184527,6,42886.68175,0,20264,0,0,20264,"Regular","WB","Manual","2017-05-29",15
184527,5,42886.68175,0,15722,0,0,15722,"Regular","WB","Manual","2017-05-28",8
184527,7,42886.68175,0,11733,0,0,11733,"Regular","WB","Manual","2017-05-30",5
184527,8,42893.87946,0,16643,0,0,16643,"Regular","WB","Manual","2017-05-31",9
184527,9,42893.87946,0,11927,0,0,11927,"Regular","WB","Manual","2017-06-01",5
184527,12,42893.87946,0,14848,0,0,14848,"Regular","WB","Manual","2017-06-04",7
184527,10,42893.87946,0,11896,0,0,11896,"Regular","WB","Manual","2017-06-02",5
184527,11,42893.87946,0,15655,0,0,15655,"Regular","WB","Manual","2017-06-03",8
184527,14,42893.87946,0,14644,0,0,14644,"Regular","WB","Manual","2017-06-06",7
184527,13,42893.87946,0,14567,0,0,14567,"Regular","WB","Manual","2017-06-05",7
184527,15,42901.90173,0,14889,0,0,14889,"Regular","WB","Manual","2017-06-07",7
184527,16,42901.90173,0,11053,0,0,11053,"Regular","WB","Manual","2017-06-08",4
184527,17,42901.90173,0,16424,0,0,16424,"Regular","WB","Manual","2017-06-09",9
184527,18,42901.90173,0,13211,0,0,13211,"Regular","WB","Manual","2017-06-10",6
184527,21,42901.90173,0,11209,0,0,11209,"Regular","WB","Manual","2017-06-13",4
184527,20,42901.90173,0,14511,0,0,14511,"Regular","WB","Manual","2017-06-12",7
184527,19,42901.90173,0,14573,0,0,14573,"Regular","WB","Manual","2017-06-11",7
184527,23,42907.75525,0,9762,0,0,9762,"Regular","WB","Manual","2017-06-15",4
184527,24,42907.75525,0,10890,0,0,10890,"Regular","WB","Manual","2017-06-16",4
184527,22,42901.90173,0,9006,0,0,9006,"Regular","WB","Manual","2017-06-14",3
184527,26,42907.75525,0,15199,0,0,15199,"Regular","WB","Manual","2017-06-18",8
184527,25,42907.75525,0,14916,0,0,14916,"Regular","WB","Manual","2017-06-17",7
184527,27,42907.75525,0,9493,0,0,9493,"Regular","WB","Manual","2017-06-19",4
184527,28,42907.75525,0,11797,0,0,11797,"Regular","WB","Manual","2017-06-20",5
184527,30,42916.70912,0,9984,0,0,9984,"Regular","WB","Manual","2017-06-22",4
184527,29,42916.70912,0,11715,0,0,11715,"Regular","WB","Manual","2017-06-21",5
184527,32,42916.70912,0,15828,0,0,15828,"Regular","WB","Manual","2017-06-24",8
184527,31,42916.70912,0,10007,0,0,10007,"Regular","WB","Manual","2017-06-23",4
184527,33,42916.70912,0,20798,0,0,20798,"Regular","WB","Manual","2017-06-25",16
184527,35,42916.70912,0,8284,0,0,8284,"Regular","WB","Manual","2017-06-27",3
184527,36,42916.70912,0,9754,0,0,9754,"Regular","WB","Manual","2017-06-28",4
184527,34,42916.70912,0,9922,0,0,9922,"Regular","WB","Manual","2017-06-26",4
184527,37,42916.70912,0,10191,0,0,10191,"Regular","WB","Manual","2017-06-29",4
184527,40,42926.84019,0,16771,0,0,16771,"Regular","WB","Manual","2017-07-02",10
184527,39,42926.84019,0,10144,0,0,10144,"Regular","WB","Manual","2017-07-01",4
184527,38,42926.84019,0,9862,0,0,9862,"Regular","WB","Manual","2017-06-30",4
184527,43,42926.84019,0,10570,0,0,10570,"Regular","WB","Manual","2017-07-05",4
184527,42,42926.84019,0,13858,0,0,13858,"Regular","WB","Manual","2017-07-04",6
184527,44,42926.84019,0,9146,0,0,9146,"Regular","WB","Manual","2017-07-06",3
184527,41,42926.84019,0,16942,0,0,16942,"Regular","WB","Manual","2017-07-03",10
184527,48,42933.54723,0,8312,0,0,8312,"Regular","WB","Manual","2017-07-10",3
184527,46,42926.84019,0,13756,0,0,13756,"Regular","WB","Manual","2017-07-08",6
184527,47,42926.84019,0,16661,0,0,16661,"Regular","WB","Manual","2017-07-09",9
184527,45,42926.84019,0,14310,0,0,14310,"Regular","WB","Manual","2017-07-07",7
184527,51,42933.54723,0,8329,0,0,8329,"Regular","WB","Manual","2017-07-13",3
184527,50,42933.54723,0,9143,0,0,9143,"Regular","WB","Manual","2017-07-12",3
184527,52,42933.54723,0,10810,0,0,10810,"Regular","WB","Manual","2017-07-14",4
184527,49,42933.54723,0,11567,0,0,11567,"Regular","WB","Manual","2017-07-11",5
184527,53,42933.54723,0,12728,0,0,12728,"Regular","WB","Manual","2017-07-15",6
184527,54,42933.54723,0,20356,0,0,20356,"Regular","WB","Manual","2017-07-16",15
184527,55,42940.72052,0,10380,0,0,10380,"Regular","WB","Manual","2017-07-17",4
184527,56,42940.72052,0,9097,0,0,9097,"Regular","WB","Manual","2017-07-18",3
184527,60,42940.72052,0,11519,0,0,11519,"Regular","WB","Manual","2017-07-22",5
184527,57,42940.72052,0,7195,0,0,7195,"Regular","WB","Manual","2017-07-19",3
184527,59,42940.72052,0,9375,0,0,9375,"Regular","WB","Manual","2017-07-21",3
184527,58,42940.72052,0,9341,0,0,9341,"Regular","WB","Manual","2017-07-20",3
184527,61,42940.72052,0,14379,0,0,14379,"Regular","WB","Manual","2017-07-23",7
184527,64,42949.87065,0,9158,0,0,9158,"Regular","WB","Manual","2017-07-26",3
184527,62,42949.87065,0,12022,0,0,12022,"Regular","WB","Manual","2017-07-24",5
184527,63,42949.87065,0,9074,0,0,9074,"Regular","WB","Manual","2017-07-25",3
184527,68,42949.87065,0,14271,0,0,14271,"Regular","WB","Manual","2017-07-30",7
184527,66,42949.87065,0,9711,0,0,9711,"Regular","WB","Manual","2017-07-28",4
184527,67,42949.87065,0,13804,0,0,13804,"Regular","WB","Manual","2017-07-29",6
184527,65,42949.87065,0,8833,0,0,8833,"Regular","WB","Manual","2017-07-27",3
184527,69,42949.87065,0,13825,0,0,13825,"Regular","WB","Manual","2017-07-31",6
184527,70,42949.87065,0,9433,0,0,9433,"Regular","WB","Manual","2017-08-01",3
184527,72,42958.72567,0,8654,0,0,8654,"Regular","WB","Manual","2017-08-03",3
184527,71,42958.72567,0,9963,0,0,9963,"Regular","WB","Manual","2017-08-02",4
184527,73,42958.72567,0,10949,0,0,10949,"Regular","WB","Manual","2017-08-04",4
184527,75,42958.72567,0,11136,0,0,11136,"Regular","WB","Manual","2017-08-06",4
184527,74,42958.72567,0,13317,0,0,13317,"Regular","WB","Manual","2017-08-05",6
184527,76,42958.72567,0,12570,0,0,12570,"Regular","WB","Manual","2017-08-07",5
184527,80,42965.64781,0,11785,0,0,11785,"Regular","WB","Manual","2017-08-11",5
184527,78,42958.72567,0,9024,0,0,9024,"Regular","WB","Manual","2017-08-09",3
184527,77,42958.72567,0,8879,0,0,8879,"Regular","WB","Manual","2017-08-08",3
184527,79,42958.72567,0,8973,0,0,8973,"Regular","WB","Manual","2017-08-10",3
184527,82,42965.64781,0,13207,0,0,13207,"Regular","WB","Manual","2017-08-13",6
184527,84,42965.64781,0,9124,0,0,9124,"Regular","WB","Manual","2017-08-15",3
184527,81,42965.64781,0,12192,0,0,12192,"Regular","WB","Manual","2017-08-12",5
184527,83,42965.64781,0,8936,0,0,8936,"Regular","WB","Manual","2017-08-14",3
184527,85,42965.64781,0,9873,0,0,9873,"Regular","WB","Manual","2017-08-16",4
184527,86,42965.64781,0,8630,0,0,8630,"Regular","WB","Manual","2017-08-17",3
184527,87,42975.5124,0,9638,0,0,9638,"Regular","WB","Manual","2017-08-18",4
184527,88,42975.5124,0,11437,0,0,11437,"Regular","WB","Manual","2017-08-19",5
184527,92,42975.5124,0,8719,0,0,8719,"Regular","WB","Manual","2017-08-23",3
184527,90,42975.5124,0,9544,0,0,9544,"Regular","WB","Manual","2017-08-21",4
184527,91,42975.5124,0,10388,0,0,10388,"Regular","WB","Manual","2017-08-22",4
184527,89,42975.5124,0,12959,0,0,12959,"Regular","WB","Manual","2017-08-20",6
184527,96,42975.5124,0,12518,0,0,12518,"Regular","WB","Manual","2017-08-27",5
184527,95,42975.5124,0,13073,0,0,13073,"Regular","WB","Manual","2017-08-26",6
184527,93,42975.5124,0,9596,0,0,9596,"Regular","WB","Manual","2017-08-24",4
184527,94,42975.5124,0,9840,0,0,9840,"Regular","WB","Manual","2017-08-25",4
184527,98,42982.6913,0,7921,0,0,7921,"Regular","WB","Manual","2017-08-29",3
184527,100,42982.6913,0,9322,0,0,9322,"Regular","WB","Manual","2017-08-31",3
184527,97,42982.6913,0,8599,0,0,8599,"Regular","WB","Manual","2017-08-28",3
184527,99,42982.6913,0,8974,0,0,8974,"Regular","WB","Manual","2017-08-30",3
185076,1,42880.876,0,7735,0,0,7735,"Regular","AD","Sync","2017-05-24",0
185076,2,42881.82565,0,5037,0,0,5037,"Regular","AD","Sync","2017-05-25",0
185076,3,42882.35687,0,20402,0,0,20402,"Regular","AD","Sync","2017-05-26",0
185076,4,42883.46308,0,12076,0,0,12076,"Regular","AD","Sync","2017-05-27",0
185076,5,42884.58982,0,13027,0,0,13027,"Regular","AD","Sync","2017-05-28",0
185076,6,42885.32871,0,8065,0,0,8065,"Regular","AD","Sync","2017-05-29",0
185076,7,42886.29524,0,15002,0,0,15002,"Regular","AD","Sync","2017-05-30",0
185076,8,42887.27809,0,21111,0,0,21111,"Regular","AD","Sync","2017-05-31",0
185076,9,42888.29698,0,23146,0,0,23146,"Regular","AD","Sync","2017-06-01",0
185076,10,42889.79786,0,20659,0,0,20659,"Regular","AD","Sync","2017-06-02",0
185076,11,42890.38575,0,26566,0,0,26566,"Regular","AD","Sync","2017-06-03",1
185076,12,42891.30989,0,14282,0,0,14282,"Regular","AD","Sync","2017-06-04",0
185076,13,42892.55054,0,11796,0,0,11796,"Regular","AD","Sync","2017-06-05",0
185076,14,42893.54056,0,16431,0,0,16431,"Regular","AD","Manual","2017-06-06",0
185076,15,42894.41798,0,10039,0,0,10039,"Regular","AD","Manual","2017-06-07",0
185076,18,42898.32109,0,15221,0,0,15221,"Regular","AD","Sync","2017-06-10",0
185076,16,42895.46804,0,14396,0,0,14396,"Regular","AD","Manual","2017-06-08",0
185076,17,42896.01385,0,16591,0,0,16591,"Regular","AD","Manual","2017-06-09",0
